año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2007,1,0.023255813953488372,2023
2012,3,0.06976744186046512,2023
2013,4,0.09302325581395349,2023
2014,4,0.09302325581395349,2023
2015,5,0.11627906976744186,2023
2016,5,0.11627906976744186,2023
2017,14,0.32558139534883723,2023
2018,6,0.13953488372093023,2023
2020,1,0.023255813953488372,2023
