año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,2,0.044444444444444446,2020
2007,1,0.022222222222222223,2020
2008,2,0.044444444444444446,2020
2009,3,0.06666666666666667,2020
2011,1,0.022222222222222223,2020
2012,5,0.1111111111111111,2020
2013,8,0.17777777777777778,2020
2014,11,0.24444444444444444,2020
2015,10,0.2222222222222222,2020
2016,2,0.044444444444444446,2020
