año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2006,2,0.03389830508474576,2024
2011,1,0.01694915254237288,2024
2012,1,0.01694915254237288,2024
2015,1,0.01694915254237288,2024
2016,7,0.11864406779661017,2024
2017,10,0.1694915254237288,2024
2018,15,0.2542372881355932,2024
2019,18,0.3050847457627119,2024
2020,4,0.06779661016949153,2024
