año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,1,0.034482758620689655,2014
2006,1,0.034482758620689655,2014
2007,9,0.3103448275862069,2014
2008,6,0.20689655172413793,2014
2009,11,0.3793103448275862,2014
2010,1,0.034482758620689655,2014
