año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,1,0.017543859649122806,2016
2006,1,0.017543859649122806,2016
2007,2,0.03508771929824561,2016
2008,9,0.15789473684210525,2016
2009,9,0.15789473684210525,2016
2010,18,0.3157894736842105,2016
2011,15,0.2631578947368421,2016
2012,2,0.03508771929824561,2016
