año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2006,1,0.01639344262295082,2021
2010,2,0.03278688524590164,2021
2011,4,0.06557377049180328,2021
2012,3,0.04918032786885246,2021
2013,6,0.09836065573770492,2021
2014,6,0.09836065573770492,2021
2015,22,0.36065573770491804,2021
2016,17,0.2786885245901639,2021
