año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,1,0.02127659574468085,2017
2007,1,0.02127659574468085,2017
2008,2,0.0425531914893617,2017
2009,6,0.1276595744680851,2017
2010,8,0.1702127659574468,2017
2011,13,0.2765957446808511,2017
2012,14,0.2978723404255319,2017
2013,2,0.0425531914893617,2017
