año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2006,1,0.011111111111111112,2025
2011,1,0.011111111111111112,2025
2012,2,0.022222222222222223,2025
2014,1,0.011111111111111112,2025
2015,3,0.03333333333333333,2025
2016,1,0.011111111111111112,2025
2017,7,0.07777777777777778,2025
2018,13,0.14444444444444443,2025
2019,19,0.2111111111111111,2025
2020,24,0.26666666666666666,2025
2021,18,0.2,2025
