año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,5,0.2,2015
2006,2,0.08,2015
2007,1,0.04,2015
2008,2,0.08,2015
2009,8,0.32,2015
2010,7,0.28,2015
