año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,3,0.14285714285714285,2015
2006,1,0.047619047619047616,2015
2007,2,0.09523809523809523,2015
2008,4,0.19047619047619047,2015
2009,3,0.14285714285714285,2015
2010,8,0.38095238095238093,2015
