año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,4,0.09302325581395349,2017
2006,1,0.023255813953488372,2017
2007,2,0.046511627906976744,2017
2008,6,0.13953488372093023,2017
2009,4,0.09302325581395349,2017
2010,12,0.27906976744186046,2017
2011,8,0.18604651162790697,2017
2012,6,0.13953488372093023,2017
