año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,2,0.05714285714285714,2018
2006,1,0.02857142857142857,2018
2007,1,0.02857142857142857,2018
2008,3,0.08571428571428572,2018
2009,2,0.05714285714285714,2018
2010,2,0.05714285714285714,2018
2011,12,0.34285714285714286,2018
2012,4,0.11428571428571428,2018
2013,7,0.2,2018
2014,1,0.02857142857142857,2018
