año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2006,1,0.0196078431372549,2019
2007,2,0.0392156862745098,2019
2008,2,0.0392156862745098,2019
2009,3,0.058823529411764705,2019
2010,9,0.17647058823529413,2019
2011,9,0.17647058823529413,2019
2012,4,0.0784313725490196,2019
2013,14,0.27450980392156865,2019
2014,5,0.09803921568627451,2019
2015,2,0.0392156862745098,2019
