año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,2,0.15384615384615385,2012
2006,4,0.3076923076923077,2012
2007,5,0.38461538461538464,2012
2008,1,0.07692307692307693,2012
2010,1,0.07692307692307693,2012
