año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,2,0.08,2014
2006,6,0.24,2014
2007,1,0.04,2014
2008,8,0.32,2014
2009,6,0.24,2014
2010,2,0.08,2014
