año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2006,1,0.016666666666666666,2023
2008,2,0.03333333333333333,2023
2009,1,0.016666666666666666,2023
2010,2,0.03333333333333333,2023
2011,3,0.05,2023
2012,2,0.03333333333333333,2023
2013,6,0.1,2023
2014,7,0.11666666666666667,2023
2015,11,0.18333333333333332,2023
2016,9,0.15,2023
2017,10,0.16666666666666666,2023
2018,5,0.08333333333333333,2023
2019,1,0.016666666666666666,2023
