año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,5,0.15625,2016
2006,4,0.125,2016
2007,3,0.09375,2016
2008,5,0.15625,2016
2009,9,0.28125,2016
2010,5,0.15625,2016
2012,1,0.03125,2016
