año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2006,1,0.023809523809523808,2020
2007,2,0.047619047619047616,2020
2008,1,0.023809523809523808,2020
2009,2,0.047619047619047616,2020
2010,7,0.16666666666666666,2020
2011,2,0.047619047619047616,2020
2012,9,0.21428571428571427,2020
2013,12,0.2857142857142857,2020
2014,3,0.07142857142857142,2020
2015,2,0.047619047619047616,2020
2016,1,0.023809523809523808,2020
