año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2006,2,0.019230769230769232,2021
2007,3,0.028846153846153848,2021
2008,2,0.019230769230769232,2021
2009,6,0.057692307692307696,2021
2010,8,0.07692307692307693,2021
2011,4,0.038461538461538464,2021
2012,16,0.15384615384615385,2021
2013,12,0.11538461538461539,2021
2014,10,0.09615384615384616,2021
2015,26,0.25,2021
2016,12,0.11538461538461539,2021
2017,3,0.028846153846153848,2021
