año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,15,0.11811023622047244,2013
2006,25,0.1968503937007874,2013
2007,37,0.29133858267716534,2013
2008,44,0.3464566929133858,2013
2009,6,0.047244094488188976,2013
