año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,1,0.007692307692307693,2019
2006,2,0.015384615384615385,2019
2007,7,0.05384615384615385,2019
2008,6,0.046153846153846156,2019
2009,10,0.07692307692307693,2019
2010,12,0.09230769230769231,2019
2011,23,0.17692307692307693,2019
2012,21,0.16153846153846155,2019
2013,26,0.2,2019
2014,19,0.14615384615384616,2019
2015,3,0.023076923076923078,2019
