año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,4,0.03669724770642202,2017
2006,2,0.01834862385321101,2017
2007,10,0.09174311926605505,2017
2008,12,0.11009174311926606,2017
2009,14,0.12844036697247707,2017
2010,20,0.1834862385321101,2017
2011,21,0.1926605504587156,2017
2012,23,0.21100917431192662,2017
2013,2,0.01834862385321101,2017
2014,1,0.009174311926605505,2017
