año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,1,0.007575757575757576,2016
2006,6,0.045454545454545456,2016
2007,8,0.06060606060606061,2016
2008,13,0.09848484848484848,2016
2009,23,0.17424242424242425,2016
2010,42,0.3181818181818182,2016
2011,36,0.2727272727272727,2016
2012,3,0.022727272727272728,2016
