año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,11,0.08148148148148149,2014
2006,17,0.1259259259259259,2014
2007,28,0.2074074074074074,2014
2008,42,0.3111111111111111,2014
2009,31,0.22962962962962963,2014
2010,6,0.044444444444444446,2014
