año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,1,0.010638297872340425,2020
2006,2,0.02127659574468085,2020
2007,1,0.010638297872340425,2020
2009,3,0.031914893617021274,2020
2010,7,0.07446808510638298,2020
2011,9,0.09574468085106383,2020
2012,13,0.13829787234042554,2020
2013,20,0.2127659574468085,2020
2014,21,0.22340425531914893,2020
2015,13,0.13829787234042554,2020
2016,4,0.0425531914893617,2020
