año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,1,0.010526315789473684,2023
2006,1,0.010526315789473684,2023
2007,1,0.010526315789473684,2023
2009,1,0.010526315789473684,2023
2010,4,0.042105263157894736,2023
2011,5,0.05263157894736842,2023
2012,3,0.031578947368421054,2023
2013,7,0.07368421052631578,2023
2014,6,0.06315789473684211,2023
2015,10,0.10526315789473684,2023
2016,17,0.17894736842105263,2023
2017,23,0.24210526315789474,2023
2018,16,0.16842105263157894,2023
