año_inscripcion_facultad,cantidad_egresados,proporcion,anio_egreso
2005,2,0.018518518518518517,2018
2006,3,0.027777777777777776,2018
2007,7,0.06481481481481481,2018
2008,5,0.046296296296296294,2018
2009,10,0.09259259259259259,2018
2010,15,0.1388888888888889,2018
2011,14,0.12962962962962962,2018
2012,23,0.21296296296296297,2018
2013,28,0.25925925925925924,2018
2014,1,0.009259259259259259,2018
